sku_id,item_first_cate_cd,item_second_cate_cd,item_third_cate_cd
c8f1bedafc949312d323361ef899ccb1,652,828,841
e10024e0b156ef232dca6260e83d1c37,652,828,841
65bf525171abd8f719e6f815780cf1e3,1672,2599,1443
df248b69f9c19a39ee42ab9170577401,6728,6743,11878
6f9c0996276fb17b3400201af8656193,9192,9196,1502
d5bc8f7d00d08caa6528e67e07eec54c,1318,1463,1487
62f129d10534e554d690d1ca6c395717,1318,1463,1487
f949a856e0d0d5e6de84b4bcbda48d7e,1319,1526,7060
8b812647e3ccf01e7eef8f7e55c7e0a9,1316,1386,11923
a21c96c5dc8dff54d704e3fe751d27ca,670,729,4837
cb289d7108ea2e116b68440ff130110b,670,729,4837
55c1f9d16b625544958d2a081006d687,670,729,4837
4b3ca60a87d78ed5f01a94d8b19af6ad,1316,1387,1429
f6441a528dc194328f870a45b6b75030,1316,1387,1429
7cf18e636dcc54dc380654a008871591,1316,1387,1429
4ad52bb6141f0b5aae70cca431547717,1315,1346,12029
59f81782856769ab175d874f6c205940,1315,1346,12029
1de8d3c282f34aadd42c2989b4d228ff,9855,9857,9908
8161570f1bc4e3851d56fc8c59664bd9,12259,12260,9438
05c22474e50420ae6dc42c44a76b6414,737,1276,740
7ad6db1929bda7e47a6c1dfcfa9c709d,1320,1584,13790
e5220bc900ed8f686c39dea83039bb5f,12259,12260,9437
12811211b1bc311c40d31ffed45c8fa6,1320,1583,1594
21e326dcd54c4370fdad4ac414687b31,1320,1583,1594
699d62df074309bf7d4efea88ad8004e,9855,9859,9926
06596ffbc47a6ab86af37595fc160fa2,1316,1386,11924
5005784d38a9688ea2b2810f61c718eb,1316,1386,11924
bde30f6cdaacb23aa9bb12da34dc4f94,6196,6198,6211
9f89ece5fd6060c1fa5b5052b2b38641,670,729,731
a5e89c7b3878fb8f668298c5e9dde4ad,670,716,727
18db8239f126dfbea0efa6ecbf9ee8d7,737,1276,967
67a7db37e0f7e9560bda7978ddcdf6d0,1320,5019,5021
102a2f642c773894475cf88c3e0f24b9,737,13297,13691
36e8b13a66fda1b2c01f44ca92ba5df3,1315,1342,9736
856268899f4420e0ca9f6bad1bf9211f,1315,1342,9736
263773693e07b4518a6fbb9c34bb9fad,1315,1342,9736
205ab0d1b291a30bd468c777ee86dab9,1315,1342,9736
7ec6cdb7bf3cd2fb9921a231b36e2c81,1315,1342,9736
7968f02d71a62b3eb0a97d54452712c0,1315,1342,9736
4d4ca7caab5bc523c810820dd989d442,1315,1342,9736
ae4b3f26ec4f0740dbe9bc9d8848ed81,1315,1342,9736
5539a16cd1044696f955f4f9df2db4a7,1315,1342,9736
9bd763a147a1424fb7e0bd7ca6c44c86,1315,1342,9736
ad6ae970de1ec85bc26f35af192e7a7b,1315,1342,9736
5a4a0d4dd1684e2b5960166fcc8e14f9,1315,1342,9736
1cef60963d0d18eeb686ab06f5d65921,1315,1342,9736
5d730d01ce86ac02e0e8205f3fd2217b,1315,1342,9736
efebf6e9fc96a0711d2d925bf6ca2a11,1315,1342,9736
9df51a9a8b442bacd10072a9f1045315,1315,1342,9736
95d7b59fed14fdf88f71ccc4e087a364,1315,1342,9736
da169564f1a7361c031b57af6b94d323,1315,1342,9736
13ef114542a319c348d5c19c3abcbdf0,1315,1342,9736
222268093421c0cd5313e04634c86c12,1315,1342,9736
f0cda2dee693a366e9236064dad22e21,1315,1342,9736
a77d8df72d44c01639c9ce94e0cf35ad,1315,1342,9736
1570c7b77deb22c26a07f4c7f2894c41,1315,1342,9736
64cd57f930367a34c73496c091683e48,1315,1342,9736
68a51c86f4a5c30ac0365974ee94cdd0,1315,1342,9736
d72e4e0e3f10167aab2dc605b19aaa8e,1315,1342,9736
2ae57c42722290f1043bd3fd37240eab,1319,6313,6316
0a44e91c88b15c7f7cfa70f1b5ed435e,1713,3263,3394
9dedd7bedb018d16edfbf7f9750ef886,1713,3263,3394
4aad6fd2716a0818df1e111ddac0b15b,1315,1343,1356
dd527efdbf520cbcf3260bf0209d0664,1315,1343,1356
d5958281985a59156cb6288a423921b5,1315,1343,1356
96dbdd671bfbf26a785f252a0271bc4e,1315,1343,1356
f79897d673e165447454563aae5eef4d,1315,1343,1356
fb0bcf6bf174f3c090f876a31b944dbe,1315,1343,1356
79751aef21d3605c5c26e06d23c49a60,1315,1343,1356
e654e5de3915a54f9e4033f0a26fb448,1315,1343,1356
2b8a7cc085594eaaa0651094c592bafd,1315,1343,1356
1ee7e7bfcddc2d6bf520a57c29b397e5,1315,1343,1356
776274c6cf65648b6a7a39d95d4abe13,1315,1343,1356
0e1d1d763ced24aa07bf41cb002a9bd2,1315,1343,1356
b47d8d91fba2fd563c26ef28db2e95ce,1315,1343,1356
60a5b27863af6865e9c8b8e375a30de0,1315,1343,1356
555dd8f9036e0d9343b512beea9fee8c,1315,1343,1356
eb487ca76442f0f39a1e3a55cf02533d,1315,1343,1356
3f718fc508cdb26d091922b18690b76b,1315,1343,1356
302f466f0c4fc3e2c27f7d2ad1fc618a,1315,1343,1356
fd418be3116cdedf4026eba1dc98cadd,1315,1343,1356
de72d187c47c38e6297488cbb0b4560f,1315,1343,1356
571b0b49cae330dfe6fb9b28f5b7d7da,1315,1343,1356
da6fd434edd8845206fb39ed496f5ae1,1315,1343,1356
f6f9f62b553fb7af2ad2a616b0da5e4c,1315,1343,1356
489e89da177cf8f1656b6b5f5e734503,1315,1343,1356
56351211289bf79c29ef632e14b60752,1315,1343,1356
efc7d85120f06b8df2dc69a0d99621d3,1315,1343,1356
f5837792d688cd23650da6e6cc80615a,1315,1343,1356
0efbe31cc2b20e6e917fe3ac7e334a67,1315,1343,1356
1a1388ab7568038dda2ee73dd0112cfb,1315,1343,1356
954b93ab4835d06c8f990d4108b765aa,1315,1343,1356
dd0996812f53e20aa8d8ecb39e99fd32,1315,1343,1356
85934e97558a3b717bc44a53d92a0a35,1315,1343,1356
6e516fdeafe1429c763948d317fb127f,1315,1343,1356
c1056b1e938e5ff970bc569b9354d5d7,1315,1343,1356
b4747302bc5a0faea7120fdddcbc9bc7,1315,1343,1356
ac8cd1fb1513cb7b1dd2b63e1c1eebd9,1315,1343,1356
ee45ead5d7718c919742ec5966e2cf6e,1315,1343,1356
d2c7fefff192d584fcb6f4f9f80814d4,1315,1343,1356
be37b4419ee7e4c5cfbdc813c37658a7,1315,1343,1356
793dd9ea1d825f54c4df3bccb5cb04b6,1315,1343,1356
421de0c1092e9cf5b1f5eda35f3bb496,1315,1343,1356
1355f5a4ae736dd55a682ab3c95095b6,1315,1343,1356
9f4d1e6fbb23604f0b4a00767c01d385,1315,1343,1356
53b5246a7df3702b66beb758f55caab9,1315,1343,1356
14a21466022aaa8bd20f0e47be9ebbde,1315,1343,1356
6beb4b6a9decd78351b4939ab60535f0,1315,1343,1356
611bf794e5fb952ceaf94b932b0e8de2,1315,1343,1356
1f4d526c3b0c56765a3cbdde9aa86141,1315,1343,1356
a78e59fa86ffa8d6ac8fb30695fbfa5b,1315,1343,1356
fff8ba176c58a73969719f1200c27829,1315,1343,1356
bb581fbd40355aa14519e78295726593,1315,1343,1356
fff1c7b59f423aa3a05467f30143d55b,1315,1343,1356
46781f5a48504fb3e6b6814cdcd4d7f3,1315,1343,1356
aa96b7cdc42761c81892b1ffdefecd52,1315,1343,1356
1ff0ff9cb081c91eb425af3af6e43a32,1315,1343,1356
9cfc79f0a17ea2893f412e78eaa642f4,1315,1343,1356
8c0e0abc22d299d3e553ebf2320836a7,1315,1343,1356
55b3549440f0126092faa83e88507e67,1315,1343,1356
0295ae6f58e6bf3476d33a1f5adc5acd,1315,1343,1356
77c80e555f08b8019924fa576abcefed,1315,1343,1356
56a6b497faf40a042e10eebc87347416,1315,1343,1356
7fca5dfae47e7b8f21cfe051034d4e57,1315,1343,1356
4e8de0eb089ba6c9a95f6f1cb88c92ca,1315,1343,1356
1bd8f67d8a9adb9a74f9ada0dd4c02ad,1315,1343,1356
2889a6e2393f9dcdddce623f9132a9a4,1315,1343,1356
bcb4fcaf0d4d96abb245dee8dd9b89af,1315,1343,1356
446313066675c3728a9cab07a9b8378a,1315,1343,1356
4df0ce328874e5bad8e92d066e4949f2,1315,1343,1356
6b265ceffaab6a74fa3e20aea78a6fd6,1315,1343,9719
3733d6e261764185db2fa7eddf5e0891,1315,1343,9719
d39fa24a3a6466486f2d5ef5cd313fc4,1315,1343,9719
ff458f7e94c4432a5a6c66d127a3b915,1315,1343,9719
2d16d13ea50ebd7a13971c3f3ee4b244,1315,1343,9719
291d3e054d831fd0e82eb0f27bf288d4,1315,1343,9719
1206653a9b132bf341373141ab239370,1315,1343,9719
db686da63f8960527280e81ed27e36c9,1315,1343,9719
1cd7e53963c588c0496f0e87c729aca6,1315,1343,9719
bba42ca91b60ed092d2bf2787931ddb7,1315,1343,9719
00fb7dd209cbb034be941f8c07381332,1315,1343,9719
fda045cd8b764b7e7b88dcf581ac3c06,1315,1343,9719
cb94736adadeeb68037da9abfbc32097,1315,1343,9719
de3eb779bb56e58b76d589970e3b0c4e,1315,1343,9719
56fd6ef2b6624ea1b40d7a985543b4bc,1315,1343,9719
5d8a2660297fb334575be20b9e3b4f59,1315,1343,9719
165cb699fa351ca673bea94d068b2077,1315,1343,9719
d6f0beff41fba92b13ec82424adbee9d,1315,1343,9719
1f1905cef4c731b66915ea42e2e772c7,1315,1343,9719
8d2a576dccf393ec482885d03ccdb9c6,1315,1343,9719
60abc886331f93d206c6c055ab9e746d,1315,1343,9719
b4313d3b4389b40cdaccd1aa943f59da,1315,1343,9719
1e59ebdc0418c5b321093f99ec720bb2,1315,1343,9719
3336de63f6f4e343437f703ddb08e829,1315,1343,9719
db7839e173e66ac1fb034d59c0578685,1315,1343,9719
e760b26dc914647bf055ad9e27f9d6f9,1315,1343,9719
1ce8734dca367abe07d3e9157f499a8f,1315,1343,9719
3dc865ad6c2c89e4a534b0590fcb8241,1315,1343,9719
8023a5d202dd85daee838d2211f99b67,1315,1343,9719
d3ce1939c4ceb2358d59c06343b4af6c,1315,1343,9719
764c50e39dadb4cdfee39b7968345d84,1315,1343,9719
13c0e305a1b199c8c54c4705a6738548,1315,1343,9719
adba1c11e8f937352b0cdde3f05172ad,1315,1343,9719
9c8e18c959d7fb8f3aecf43f047a6453,1315,1343,9719
37abcff1cd261abad3f2b1f3eb9b25fa,1315,1343,9719
94da9e6bacda870cf0d1c1bb3dfd68d0,1315,1343,9719
0a89e437cd0adcedcf780c5d7b26c63d,1315,1343,9719
57f8a653920885442dbe21e5e43e9fe9,1315,1343,9719
6c80712e5d475f803acc933fc7a99f2d,1315,1343,9719
8c13c19c10315d825513d932bf4f0085,1315,1343,9719
4d36fc1c4f5ab9111dc881257f5cf249,1315,1343,9719
26809e090831e8910508cbf29eab4e2f,1315,1343,9719
373581a137ab453ee2da16712a2274fc,1315,1343,9719
cda1455ac7a3a8801b62828d6be0b7f2,1315,1343,9719
0fc5b66d7f1372f39d106b7fdead2c0e,1315,1343,9719
442a415938f414ff857e233d7d834b0c,1315,1343,9719
ecaed5280db2e6cf5f9ef49f9212a919,1315,1343,9719
0253a19b3830322ffda56040f74a4863,1315,1343,9719
9afaa4aa093a0ab129f9b792df7b41d1,1315,1343,9719
5ca3d193fb6db8d0e9d5ba3c981003fe,1315,1343,9719
62cc6010c533a752a3c1056a26b173a7,1315,1343,9719
225de4dd77372571cefa87459d55491d,1315,1343,9719
797b0920a25c06aa7bd885da07019a1f,1315,1343,9719
a293d4dc0ed15b54ffeae1b95c6e56a7,1315,1343,9719
bc9a9847a1d9c97d70b1311b88e86275,1315,1343,9719
5abf95c7e46a6523e408c72ce93f12a7,1315,1343,9719
62f89e4b0ef8fd6b9ff6400f5a29ded5,1315,1343,9719
107614a28e756dc0693da40a3aaec281,1315,1343,9719
95bf146b441156863abb3f73dd609dea,1315,1343,9719
9bc0aa1ac485fff00df93b55b32d14aa,1315,1343,9719
9da2906df900b56fd35c615187fab3d5,1315,1343,9719
5da38ab78a01698e45b5bce4a47c54c3,1315,1343,9719
65c34f28f199e255d644818cc5aa86e1,1315,1343,9719
6a146e1cf2755ce22c9e6ca8fe0d29dd,1315,1343,9719
3795dfe18d74729181a12fe6e3e19169,1315,1343,9719
f45480d1ec1f875faaba5a26459aebca,1315,1343,9719
48676a08633d3fbb4d1045f42b730774,1315,1343,9719
67896479d8df576b20507f715c1a27e0,1315,1343,9719
69cb3e0df7e819bf384dd5da3fc2993f,1315,1343,9719
ff935c48b18a4f8848b4d2945e27351c,1315,1343,9719
00a65e7f4f8f8982908fee1f4ef2b831,1315,1343,9719
7a7bc29a3cdd79de64ef1e45e109647e,1315,1343,9719
bbb2e9e22d8b99062dbc598d2e5223a0,1315,1343,9719
6f1691ae0c441553d1830c5fdefe79c8,1315,1343,9719
9ec561b99a31d55a91db36eec26f2710,1315,1343,9719
fb24c8e07e74c70b0e5053db191e33cd,1315,1343,9719
8e4a5be0d39efd2adba28588430e06b3,1315,1343,9719
1992958f31540befd95048eff018119e,1315,1343,9719
632aa652b74ddb738f8060f220b2a59a,1315,1343,9719
761af9badf75b72bd88caef263d14a9f,1315,1343,9719
cbde47e6bfa67805d05db25c9e8cab74,1315,1343,9719
caef92fbd8e51b9f22750f0afd03aeea,1315,1343,9719
ba2c2502053d22a5b73f045f5ce8a398,1315,1343,9719
33fa145bd08402275e2ace5aac1f8869,1315,1343,9719
06a45781b9d5d32084c014ab3a86c9f0,1315,1343,9719
426f26169165f1694b8356dbc7d63ff9,1315,1343,9719
724a1576a3de592d32df892c41343685,1315,1343,9719
99251eb1ec50f37f065a5ec66a24db0b,1315,1343,9719
96f28fc5bbe6c4e5418420b04f72a6dd,1315,1343,9719
1a5d210c7eae500e2c124003fcf7b8ae,1315,1343,9719
756a3ab37553e119570946f11e0c85b5,1315,1343,9719
c82fa5fc4511030ef30df8c98c39cef6,1315,1343,9719
9c03acca2a33f19ee97080d0b8061b0a,1315,1343,9719
72e8f377a07730c27064baf7887fd797,1315,1343,9719
7593c6b9473c4f2081e7e43140ee00c1,1315,1343,9719
2b93dd64a29eaecb5ddfd728edf9b149,1315,1343,9719
779eef1d9efedc3bd624e8a87f0274c0,1315,1343,9719
39b7e92a76f48dd2c8b06353d7a30ee6,1315,1343,9719
4add0e70cc2aa36e0f67e20ff4333238,1315,1343,9719
92b12a6200c8107bdaaa3f30f8801154,1315,1343,9719
a17e8db52ee3f01a6827635d4203acd8,1315,1343,9719
e7c9c20f03b7be42afb59e5332380b40,1315,1343,9719
8739c20af2f47699bb9d2260b187568b,1315,1343,9719
323ccd2f5243728e2a797a75f9a392dc,1315,1343,9719
805fabb4f35bbf1618f16bd77178cf16,1315,1343,9719
f629d935687bc1232025d2e4f28aa9f6,1315,1343,9719
278a7b2c27c23b3c11861b5a8bb3cda3,1315,1343,9719
8603568cf59635036000853a33eacede,1315,1343,9719
73fe0c38e2a86681ab6b4032e4998f31,1315,1343,9719
88a6f39eb85dd02b04556c90128ef201,1315,1343,9719
ec0fd0476da6477164a83c0b7b23b834,1315,1343,9719
1572fb986696ed8a8a6ed71ab9cfa7dc,1315,1343,9719
0f45d92125c675b0b9f302df59ff4e55,1315,1343,9719
23b9d07d081ba463c9d8f0bbdae1a485,1315,1343,9719
cb3cc7b7f3e6372af0da56fd6fda2eb8,1315,1343,9719
84338828a663883f9a6ecbee27256a11,1315,1343,9719
633d294872c1ff227ae8a3b2eaeec5d9,1315,1343,9719
3aee667e55ae878b2a719ae9075e094c,1315,1343,9719
5018cd7a6326a421360c9209e1391f2a,1315,1343,9719
0d1a86e2319aea024c693beb9ef93a98,1315,1343,9719
4a095a5403eee92d2f4bd8e86dfec713,1315,1343,9719
63db422c13b3a60cefb3ab3fd5b71f56,1315,1343,9719
fe64f1be59645207eb7217e21b626523,1315,1343,9719
539e2929d9df015dd2dd70f620b5b1b6,1315,1343,9719
cad14f3699ed49a0647e0d115019e0d4,1315,1343,9719
28b495a0384841ae0f90a42d01faafad,1315,1343,9719
fb80b8396cc6b32a6ed28dce121f6ccf,1315,1343,9719
2b4be6e0e87acada637cc0909930a3fe,1315,1343,9719
bd3e43007cc909d2fbbeb40186bfae4b,1315,1343,9719
75275385c84d766328b3bd388e60d1cc,1315,1343,9719
a86f8f0d5fca65da92f0ffb77df9ba20,1315,1343,9719
0f88ddbe97396795ea54cfe907b345ee,1315,1343,9719
926d8852d951b74e16b5a05e98109c4e,1315,1343,9719
0dc76e4627a7560efbcefb634d8945c7,1315,1343,9719
9cd5325d64494bd229413ed5b83eff9c,1315,1343,9719
37a0678f4040fcb61f0f7d4b186734e9,1315,1343,9719
d6da248aeaf69b2cdfe2cf80d83c4ccb,1315,1343,9719
7d69181d571157355b980de1f2d0525a,9855,9858,9921
a78cf860dfac6227963c513a2dddbc38,9855,9858,9921
2692cef78deb3fb2d0bc8a7cfd09d145,9855,9858,9921
a8dc9789f7ec379de7bbd8faa7a3c509,9855,9858,9921
88fe7a74ab01ca4239254015b124f454,1315,1343,12000
7e8b019972c6da0c139c73fee7bb3a19,1315,1343,12000
3b15be23b62220af99cf54c287d05cd6,1315,1343,12000
e3623c42741e946b4b0e4395b7294b9b,1315,1343,12000
24220f348900e9a644a68076868eef2b,1315,1343,12000
fa8bb7d98e8cbf4c5e638d4c995b820a,1315,1343,12000
b7af778cc3bf1aa32a906ece290cdfe8,1315,1343,12000
ee82d42d6759130a8932c573e4a94f6b,1315,1343,12000
2a5431b1b30d2f71cfe964a84da343a9,1315,1343,12000
2cd87f97bec85c2186a4e21976f005e6,1315,1343,12000
b7c75f6bb2b3339627d8fb0be1323db3,1315,1343,12000
47beecf7ce51839b20ed613f43f2a817,1315,1343,12000
72d0d0cba84dc61f3f59aa4ca711d236,1315,1343,12000
5918e7ad2fdee334aadbf7c813014f73,1315,1343,12000
d44c6e482122fbb26e283de42e1e99f5,1315,1343,12000
384ac1af9d381059f6ad9ab56b03d3f4,1315,1343,12000
f6a8ef20ffcdbcd6b674731378c98cc5,1315,1343,12000
6c7409371012df8ca9ef1a19479c591b,1315,1343,12000
a4367a4584284082e416b61e29480deb,1315,1343,12000
4cd3a23ac392717ff51d6a314823a100,1315,1343,12000
22c7aa069e07ac68f34b4d96f8392939,1315,1343,12000
9c946f45f8ed16f1954464e928e24577,1315,1343,12000
a46b67460b1155eb5ee5decce6c136bd,1315,1343,12000
8b2c12e9946ddbd1e41f2fd2f61328c0,1315,1343,12000
b2ca7e642b733c10a820259404ecac47,1315,1343,12000
9d16ee2053e1897b09fd163cecf6c466,1315,1343,12000
9931263ce0e18a533331cd38b2533c87,1315,1343,12000
340496dac632ec984f71e293bea6200d,1315,1343,12000
ec89a51ce1f6ab22b196a0a4664ba9db,1315,1343,12000
1fa53f1822e9f84c1282871a713ac4e3,1315,1343,12000
a578aa062c2996cd287b4946f22bb899,1315,1343,12000
be2e237c1d4af43b6a66dcd939c2f48b,1315,1343,12000
1aeaa54e8ba944c1f2df61166266f272,1315,1343,12000
850650da30e47f070928de1a8cbe8600,1315,1343,12000
3151cc33c5676a9ab33e4037574afd36,1315,1343,12000
29778bbaf276ddab0d74dc8ca4047dda,1315,1343,12000
a4c67a6cab144e60ceeb5f7c19dc8cda,1315,1343,12000
b0ce3e04b7c208dcb380dc2ae950f279,1315,1343,9717
1d72bf35d4d9b935a2cfd739eab990fa,1315,1343,9717
4e16eb97efc69d2eb363d2b23ab69d9c,1315,1343,9717
c0858b2ea52be24feef72777e6337010,1315,1343,9717
5e93d762915072043c9d919e333f2b7e,1315,1343,9717
786ecba72120015fc8a3806b23c46631,1315,1343,9717
45fee13f4a36182d68b78f62ca202a06,1315,1343,9717
3f835899cc1cfbc3ee85fbcbbd2ac32a,1315,1343,9717
ea2cb0329d4e2fbb352f0f326d7f620e,1315,1343,9717
86f6724cb09cee2368af254f2507f39f,1315,1343,9717
f25c0163d110bf2465086575b8808eca,1315,1343,9717
a9b18c08fcb4fa6fed34af88b30c222d,1315,1343,9717
f4074b35fda71313bcfdba0817e3f9a5,1315,1343,9717
71b6987b469a238b9e05457402e1dc20,1315,1343,9717
24921c11437f352497b997777a0a5689,1315,1343,9717
656ce997df0b7c465e1ceac42729eeb3,1315,1343,9717
ba8eb3a354aa48682b9185515db3d2ee,1315,1343,9717
0683e9b11263b638267e8738d2f54ac6,1315,1343,9717
3696bbf5b3c7246887b0520c2bfc3d03,1315,1343,9717
45879e19743740eefe6691c18f8b1c22,1315,1343,9717
2a974eb4c695b7b29b4d9753fdf1b4b0,1315,1343,9717
f8200d29031f872408769e31ee84dacd,1315,1343,9717
77f01fcaead0b137a7bb5606d3ffa157,1315,1343,9717
534b925a09654dcdc60bee38f093b50a,1315,1343,9717
1f1fcfdc33e68a309c7cbdefc527ee0f,1315,1343,9717
564e6806e926b4585d7f65ed21cb6639,11729,11730,6908
ab0e08e8d2729f6f13163214cea924d1,11729,11730,6908
d305424a70fff0e56736cb789914d293,11729,11730,6908
d083f6537ab665be095b097c68b06e9b,11729,11730,6908
73d69dbc053d7cfe2c739237cdc8614e,11729,11730,6908
7b50b6202ad8993b1184d4164dbe4ca3,11729,11730,6908
e6cbac35d590b7e32416ac0cf912ce53,11729,11730,6908
598f14dbd293c0e561a4a1ba80b83640,11729,11730,6908
d077885781324d5d868d9c6b6a5ded99,11729,11730,6908
1f21f1a233199d97c6309e4c2cc1d20d,11729,11730,6908
5ffac470d21a6898053528b08aae5633,11729,11730,6908
b0ceb05d0e2e5bab61993fab897d2739,11729,11730,6908
dd2a92cc52a14a7cec879a1be9f4aa1b,11729,11730,6908
3da52d0d7489d1675d836f3b25d5e168,11729,11730,6908
4ba950aeacd72c035f12bda65e272e46,11729,11730,6908
